5 50
10 60
15 50
20 60
25 50
30 60
35 70
40 80
45 70
50 80
55 80
60 80
65 70
70 60
75 70
80 80
85 80
90 80
95 70
100 60
105 50
110 40
115 30
120 20
125 20
130 20
135 20
140 20
145 20
150 20
155 20
160 20
165 30
170 20
175 20
