5 50
10 40
15 50
20 40
25 50
30 40
35 30
40 20
45 30
50 20
55 20
60 20
65 30
70 40
75 30
80 20
85 20
90 20
95 30
100 40
105 50
110 60
115 70
120 80
125 80
130 80
135 80
140 80
145 80
150 80
155 80
160 80
165 70
170 80
175 80
