5 200
10 240
15 210
20 250
25 220
30 260
35 290
40 310
45 290
50 310
55 330
60 340
65 330
70 320
75 340
80 350
85 360
90 370
95 360
100 350
105 340
110 330
115 320
120 300
125 280
130 260
135 230
140 200
145 160
150 130
155 100
160 80
165 100
170 80
175 60
