1,0.08855577047,
2,0.0761546724,
3,0.1009907642,
4,0.1305606071,
5,0.09338903908,
6,0.08814069309,
7,0.08753514862,
8,0.1045710222,
9,0.08548850575,
10,0.07580911455,
11,0.121600522,
12,0.1337994392,
13,0.09237676647,
14,0.1156952387,
15,0.09673213759,
16,0.0969026436,
17,0.09625011345,
18,0.09325789784,
19,0.06364660579,
20,0.08017429194,
21,0.0813406868,
22,0.06885581094,
23,0.0727066845,
24,0.1167695051,
25,0.07217855029,
26,0.08740655549,
27,0.1012470342,
28,0.07417198284,
29,0.07789572538,
30,0.06947728244,
31,0.06666507997,
32,0.09892086331,
33,0.1026959466,
34,0.006393314775,
35,0.0923449451,
36,0.07411800071,
37,0.04502676917,
38,0.09170798373,
39,0.04793952438,
40,0.03613199666,
41,0.02366596973,
42,4.00E-02,
43,0.005399807072,
44,0.005160007277,
45,0.03936348409,
46,0.05616161616,
47,0.06014092291,
48,0.006285467259,
49,0.008564765741,
50,0.002528445006,
51,0,
52,0.007872468628,
53,0.06648065069,
54,0.06321388578,
55,0.03065116838,
56,0.0260756193,
57,0.003530077688,
58,0,
59,0.005551833332,
60,0,
0,,0.1522198732
1,,0.1978021978
2,,0.2579218865
3,,0.3358208955
4,,0.1754385965
5,,0.2828282828
6,,0.2869255227
7,,0.08623832308
8,,0.1944444444
9,,0.1533242877
10,,0.1166666667
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0.1428571429
20,,0.07619047619
21,,0.01315789474
22,,0
23,,0.05
24,,0
25,,0.3085714286
26,,0.1398601399
27,,0.2321428571
28,,0.101010101
29,,0.1345345345
30,,0.05882352941
31,,0
32,,0.1223581758
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0.09210526316
42,,0
43,,0.02011494253
44,,0.0875331565
45,,0
46,,0.08223684211
47,,0.08791208791
48,,0.0474137931
49,,0.1407407407
50,,0.05925925926
51,,0
52,,0.04678362573
53,,0.075
54,,0.07563959956
55,,0.6666666667
56,,0
57,,0.08974358974
58,,0.03333333333
59,,1
