1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0.404
14	0.6786
15	1.24774
16	1.846966
17	2.2952694
18	2.48374246
19	2.517368214
20	3.048631393
21	3.562768253
22	4.101491428
23	4.131342285
24	4.329208057
25	4.743287251
26	4.877958526
27	5.258162673
28	5.412346406
29	5.633111765
30	5.680800589
31	5.59372053
32	5.779348477
33	5.957413629
34	6.023672266
35	6.05430504
36	6.415874536
37	6.571287082
38	6.780158374
39	7.220142537
40	7.588128283
41	7.959315455
42	8.093383909
43	7.966045518
44	7.963440966
45	7.83909687
46	7.565187183
47	7.327668465
48	7.421901618
49	7.230711456
50	7.182640311
51	7.07137628
52	7.095238652
53	6.968714786
54	7.023843308
55	7.104458977
56	7.141013079
57	7.237911771
58	7.254120594
59	7.374708535
60	7.377237681
61	7.304513913
62	7.300062522
63	7.26805627
64	7.092250643
65	6.994025578
66	7.007623021
67	7.013860719
68	7.090474647
69	7.047427182
70	7.167684464
71	7.248916017
72	7.301024416
73	7.366921974
74	7.602229777
75	8.084006799
76	8.472606119
77	8.604345507
78	8.814910957
79	8.977419861
80	8.784677875
81	8.919210087
82	9.011289079
83	8.895160171
84	8.748644154
85	8.776779738
86	8.706101764
87	8.760491588
88	8.839442429
89	8.840498186
90	8.822448368
91	8.440203531
92	8.650183178
93	8.76516486
94	8.633648374
95	8.713283537
96	8.735955183
97	8.806359665
98	8.713723698
99	8.853351328
100	8.920016196
101	9.047014576
102	8.511313118
103	8.577181807
104	8.666463626
105	8.580817263
106	8.606735537
107	8.453061983
108	8.058755785
109	8.230880206
110	8.037792186
111	8.150012967
112	8.000011671
113	8.128010503
114	7.961209453
115	8.007088508
116	7.986379657
117	8.081741691
118	8.092567522
119	8.17831077
120	8.309479693
121	8.447531724
122	8.605778551
123	8.655200696
124	8.624680627
125	8.758212564
126	9.066391308
127	9.224752177
128	9.409276959
129	9.537349263
130	9.559614337
131	9.807652903
132	9.747887613
133	9.631098852
134	9.555988966
135	9.44939007
136	9.029451063
137	8.946505957
138	8.945855361
139	8.701269825
140	8.653142842
141	8.734828558
142	8.816345702
143	8.685711132
144	8.655140019
145	8.836626017
146	8.816963415
147	8.725267074
