0  25
5  25
10 25
15 25
20 25
25 25
30 25
35 20
40 19
45 21
50 22
55 19
60 19
65 19
70 19
75 21
80 22
85 23
90 23
95 23
100 23
105 23
110 19
115 19
120 21
125 22
130 23
135 23
140 23
145 23
150 23
155 23
160 23
165 23
170 28
175 27
180 27
185 27
190 27
195 27
200 27
205 31
210 31
215 29
220 28
225 27
230 27
235 27
