5 25
10 25
15 25
20 25
25 25
30 30
35 31
40 29
45 28
50 31
55 31
60 31
65 31
70 29
75 28
80 27
85 27
90 27
95 27
100 27
105 31
110 31
115 29
120 28
125 27
130 27
135 27
140 27
145 27
150 27
155 27
160 27
165 22
170 23
175 23
180 23
185 23
190 23
195 23
200 19
205 19
210 21
215 22
220 23
225 23
230 23
